Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,problem_id,processing_pattern,sigma,strategy
0.0,0.0,0.59,0.0,0.41,0.0,0.3,0.06899166666666667,0.1875,4.0,2.336,84.72730999999997,"[83.378146341463, 85.664864406779, 0.0, 0.0, 0.0, 0.0]",1.1844380405089046,"[1.1655775248139844, 1.1975445005680896, 0.0, 0.0, 0.0, 0.0]",75.38330999999998,"[69.70985365853626, 79.32588135593157, 0.0, 0.0, 0.0, 0.0]",1.0538144074617184,"[0.974502819356352, 1.1089292398739254, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,Z6igLUgOZ1o22OJ,-1.0,75.0,"['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT']"
0.0,0.0,0.6970000000000001,0.0,0.303,0.0,0.3,0.10925,0.1875,4.0,1.401,39.075359999999996,"[40.56277227722776, 38.42875179339992, 0.0, 0.0, 0.0, 0.0]",0.5462505870961801,"[0.5670437372984991, 0.5372113840670538, 0.0, 0.0, 0.0, 0.0]",33.47136,"[31.66508250825088, 34.25658536585335, 0.0, 0.0, 0.0, 0.0]",0.4679099578585481,"[0.4426592592001961, 0.4788869473757376, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,3uXiz4V3sUrSmY9,-1.0,75.0,"['TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.33799999999999997,0.17300000000000001,0.489,0.0,0.3,0.04110000000000001,0.1875,4.0,3.492,68.86,"[68.8600000000004, 68.86000000000034, 68.86000000000011, 0.0, 0.0, 0.0]",0.9626223642582676,"[0.9626223642582661, 0.9626223642582662, 0.9626223642582665, 0.0, 0.0, 0.0]",54.89200000000002,"[53.637096114519785, 61.84224852071036, 44.8599999999999, 0.0, 0.0, 0.0]",0.7673579265010871,"[0.7498151070825835, 0.8645183195186394, 0.6271164574589858, 0.0, 0.0, 0.0]",71.53376293418955,si1lNmExwYp0qHd,-1.0,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,15.759999999999994,"[0.0, 0.0, 15.76000000000019, 0.0, 0.0, 0.0]",0.2203155454648606,"[0.0, 0.0, 0.22031554546486418, 0.0, 0.0, 0.0]",-8.239999999999998,"[0.0, 0.0, -8.239999999999839, 0.0, 0.0, 0.0]",-0.11519036133441947,"[0.0, 0.0, -0.11519036133441707, 0.0, 0.0, 0.0]",71.53376293418955,klD1PHboiI6GI83,-1.0,75.0,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']"
0.0,0.0,0.05,0.691,0.259,0.0,0.3,0.001716666666666667,0.1875,4.0,5.691,54.01,"[54.01000000000018, 54.010000000000055, 54.00999999999963, 0.0, 0.0, 0.0]",0.7550280844262132,"[0.7550280844262145, 0.755028084426214, 0.7550280844262136, 0.0, 0.0, 0.0]",31.245999999999995,"[34.01000000000016, 34.01, 30.00999999999981, 0.0, 0.0, 0.0]",0.4368007318270961,"[0.4754398287601454, 0.4754398287601471, 0.41952217762693433, 0.0, 0.0, 0.0]",71.53376293418955,mlhb2P64mtEuQDH,-1.0,75.0,"['TTB_SAT', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB_SAT']"
0.0,0.0,0.21100000000000002,0.0,0.789,0.0,0.3,0.05001596088435376,0.13894455782312926,4.0,3.77,41.86402,"[39.82730038022771, 49.47999999999974, 0.0, 0.0, 0.0, 0.0]",0.5852344163484666,"[0.5567622720598282, 0.6917013445178501, 0.0, 0.0, 0.0, 0.0]",26.784020000000005,"[21.936299112800683, 44.911279620852845, 0.0, 0.0, 0.0, 0.0]",0.37442487157625226,"[0.3066565802358562, 0.6278333164462658, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,Q8ZMcp5SHNKniCj,-0.7746031746031746,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB']"
0.0,0.0,0.42700000000000005,0.0,0.573,0.0,0.3,0.04577601851851853,0.1771148611111111,4.0,2.952,63.24648999999999,"[58.97912739965142, 68.97295081967258, 0.0, 0.0, 0.0, 0.0]",0.8841487908050667,"[0.8244935675187572, 0.9642013503906756, 0.0, 0.0, 0.0, 0.0]",51.43848999999999,"[44.668481675392904, 60.523302107728654, 0.0, 0.0, 0.0, 0.0]",0.7190798846598209,"[0.6244391437437327, 0.8460802231725068, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,55wGWrG0AsulSFG,-0.9589683470105509,75.0,"['SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.8390000000000001,0.0,0.161,0.0,0.3,0.06676111111111112,0.1875,4.0,2.387,76.43829000000001,"[106.75, 70.62162097735455, 0.0, 0.0, 0.0, 0.0]",1.0685624083598482,"[1.4923023146176317, 0.987248791068428, 0.0, 0.0, 0.0, 0.0]",66.89029000000001,"[92.9611801242236, 61.8874135876047, 0.0, 0.0, 0.0, 0.0]",0.9350869751048674,"[1.299542709779537, 0.8651497006321416, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,Gq2ftjqDBmr2chN,-1.0,75.0,"['TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB']"
0.0,0.0,0.47700000000000004,0.16699999999999998,0.35600000000000004,0.0,0.3,0.03796111111111111,0.1875,4.0,3.569,72.14,"[72.13999999999966, 72.1399999999996, 72.1399999999999, 0.0, 0.0, 0.0]",1.0084748381875028,"[1.0084748381875064, 1.0084748381875073, 1.008474838187502, 0.0, 0.0, 0.0]",57.86399999999999,"[56.30853932584241, 62.42930817610024, 48.140000000000136, 0.0, 0.0, 0.0]",0.8089047412930642,"[0.7871603144608235, 0.8727250687697654, 0.6729689313882251, 0.0, 0.0, 0.0]",71.53376293418955,PCWdMJAPeV3vIAW,-1.0,75.0,"['SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.248,0.17300000000000001,0.579,0.0,0.3,0.039913888888888895,0.1875,4.0,3.517,40.13999999999999,"[40.139999999999674, 40.14000000000002, 40.140000000000114, 0.0, 0.0, 0.0]",0.5611336291217961,"[0.5611336291217978, 0.5611336291217974, 0.5611336291217972, 0.0, 0.0, 0.0]",26.071999999999992,"[25.418065630397052, 34.52709677419366, 16.14, 0.0, 0.0, 0.0]",0.3644712500862845,"[0.35532963160041825, 0.48266853801551374, 0.2256277223225148, 0.0, 0.0, 0.0]",71.53376293418955,q8OiXnEuGsljtb2,-1.0,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.1,0.551,0.349,0.0,0.3,0.002494444444444445,0.1875,4.0,5.551,27.779999999999994,"[27.780000000000033, 27.780000000000037, 27.78000000000026, 0.0, 0.0, 0.0]",0.3883480871201667,"[0.38834808712016494, 0.3883480871201669, 0.3883480871201646, 0.0, 0.0, 0.0]",5.576000000000001,"[7.7800000000000304, 7.779999999999982, 3.7799999999999807, 0.0, 0.0, 0.0]",0.07794920567969943,"[0.10875983145410056, 0.10875983145409991, 0.05284218032088698, 0.0, 0.0, 0.0]",71.53376293418955,nQ4KJRm5qzDmfGs,-1.0,75.0,"['TTB', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB_SAT', 'TTB', 'SAT_TTB']"
0.0,0.0,0.247,0.0,0.753,0.0,0.3,0.04896944444444445,0.15937083333333335,4.0,3.248,46.41881999999999,"[46.66116865869856, 45.680000000000156, 0.0, 0.0, 0.0, 0.0]",0.6489078456938566,"[0.6522957376312865, 0.6385795759412937, 0.0, 0.0, 0.0, 0.0]",33.42682,"[31.203001328021273, 40.20631578947382, 0.0, 0.0, 0.0, 0.0]",0.4672873148131797,"[0.43619963564237163, 0.5620606849168982, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,02RpShoPR0hc5AX,-0.866747084841174,75.0,"['TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.33799999999999997,0.0,0.662,0.0,0.3,0.03528444444444445,0.17219500000000001,4.0,3.1919999999999997,47.49065999999999,"[47.59879154078563, 47.27887573964474, 0.0, 0.0, 0.0, 0.0]",0.6638915394915125,"[0.6654031549350489, 0.6609309198950067, 0.0, 0.0, 0.0, 0.0]",34.72265999999999,"[34.293655589123844, 35.562899408283876, 0.0, 0.0, 0.0, 0.0]",0.4854023970742956,"[0.47940516732879906, 0.4971484505994964, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,lIbaNiqegro6KIA,-0.9654761904761906,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT']"
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.009130650037792893,0.11712407029478455,4.0,6.421,35.75,"[35.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4997640070030942,"[0.4997640070030907, 0.0, 0.0, 0.0, 0.0, 0.0]",10.066,"[10.066, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1407167690767314,"[0.14071676907672953, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,IBOZgXFSkyvyiUf,-0.7963666666666666,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']"
0.0,0.0,0.255,0.0,0.745,0.0,0.3,0.048334372637944066,0.14179910997732426,4.0,3.512,68.13273000000001,"[76.92710067114166, 42.43937254901952, 0.0, 0.0, 0.0, 0.0]",0.9524555567233548,"[1.0753956945046121, 0.5932775071271378, 0.0, 0.0, 0.0, 0.0]",54.08472999999999,"[60.21300671140963, 36.18054901960787, 0.0, 0.0, 0.0, 0.0]",0.7560727659435097,"[0.8417424757426016, 0.5057828294716403, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,VHZfp8VcgwqWdru,-0.8687843137254903,75.0,"['TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']"
